Date,AGG,ITOT,IXUS,TIP
2012-11-01,0.0023796169545953205,0.00576483219848356,0.01898899094152373,0.0031833494529356354
2012-12-01,-0.008275429287164848,0.006042121353861285,0.051448260044689054,-0.009844080943550826
2013-01-01,0.0017928811799650113,0.05965452904951274,0.01945701381399423,-0.0011744837312990253
2013-02-01,0.003986306817280738,0.012280696706421512,-0.012703714341688932,0.0019039624443581982
2013-03-01,0.00101087842478087,0.03365100638757035,0.006337734920592641,0.002148775041822759
2013-04-01,0.009217982342152542,0.026994454264702927,0.03530533324685714,0.007256387083879323
2013-05-01,-0.019483160647517317,0.02388471939213166,-0.030599285136685972,-0.04374026198153469
2013-06-01,-0.015630235721921792,-0.018367112499225846,-0.052101046712069055,-0.03798614662066058
2013-07-01,0.002631152886173105,0.05841694118650009,0.06801984950176432,0.010213400392244054
2013-08-01,-0.008327157791007678,-0.029941617415947364,-0.021028658688827973,-0.017564455986107008
2013-09-01,0.011252666676121015,0.03019723292182075,0.07596161468633578,0.01724681581559584
2013-10-01,0.008409964014130189,0.048606528086444056,0.03248674543128449,0.003953493430783883
2013-11-01,-0.002485536134513411,0.030446517681370855,0.007030981591757968,-0.011188010596490994
2013-12-01,-0.00765345848701271,0.020260255743913547,0.006283702833630667,-0.014291640568958153
2014-01-01,0.019338306072872458,-0.02902648760331039,-0.0444044278234631,0.021843744098216877
2014-02-01,0.0018510262556008517,0.045271394562387046,0.05112279291131472,0.004366358575122575
2014-03-01,-0.0014220236386672802,0.003862493687416979,0.003995320422803594,-0.005323535277507285
2014-04-01,0.00816392690775869,0.007906159558765502,0.013494906207479174,0.013202447774508519
2014-05-01,0.01186795316355349,0.022305308378401056,0.01877756817488274,0.01769672069042394
2014-06-01,-0.000639886201588169,0.018408582525875516,-0.0006700072679665103,0.0002821432831510151
2014-07-01,-0.0024130176060772612,-0.012517100661760705,-0.0014500862181934249,0.0017760262135850802
2014-08-01,0.011450889897838934,0.04073981140526395,0.012457362392732652,0.005958200882482778
2014-09-01,-0.006085055136877848,-0.022026057277323874,-0.05157573511549596,-0.0245700361299257
2014-10-01,0.010681669710062458,0.03049546074661258,-0.0060425626747613315,0.010713569681294999
2014-11-01,0.006558362581260857,0.024888566020204728,-0.0019666488852239095,0.0015919547935263623
2014-12-01,-0.002690383120325879,-0.004348035724263566,-0.045682595675400894,-0.011036611332578716
2015-01-01,0.02657703667171396,-0.01924796492572889,0.007548149434024598,0.03286573823965022
2015-02-01,-0.010499462144792582,0.05680461007414883,0.05749307668040138,-0.01288655778911052
2015-03-01,0.003639883194373583,-0.017017709521145452,-0.012477719351266514,-0.00481816680700331
2015-04-01,-0.003448739087107855,0.01066389617309449,0.044404158731839116,0.006778718641830217
2015-05-01,-0.004338451103608976,0.013322172375306973,-0.005357765282166249,-0.010055700076538332
2015-06-01,-0.010778951281162685,-0.022256541633665083,-0.042398005543729855,-0.010246387569928905
2015-07-01,0.00850441100018906,0.02355757582905893,0.008497727546103562,0.0053546063219538365
2015-08-01,-0.003317768218231487,-0.06087011715208013,-0.07245836681135531,-0.009498732415271327
2015-09-01,0.008020633449213221,-0.03108063148307283,-0.03896097740053739,-0.007976227642160771
2015-10-01,0.0008534747300132928,0.08789222763592353,0.06203912258731825,0.005213996627892348
2015-11-01,-0.003983972033390737,0.004324498340826821,-0.011567330096224016,-0.0008821440059617602
2015-12-01,-0.005398724271697408,-0.024784708496087493,-0.034913157221522884,-0.010108711652128566
2016-01-01,0.01795013327159256,-0.05272497275928367,-0.04504550418186015,0.015682224386386112
2016-02-01,0.006766572709245855,0.0011441065145167961,-0.019271771615415823,0.012208669376224224
2016-03-01,0.008826115728290507,0.06684937754690101,0.07947598301573544,0.016672474491296718
2016-04-01,0.002553245634410395,0.010208614972211594,0.024474078925379894,0.002093335328165802
2016-05-01,0.0002905346452168889,0.017891253274147312,-0.010464117432384734,-0.006441526666011499
2016-06-01,0.0192284578356412,-0.003452637477184939,-0.023144469847878213,0.022166151452039706
2016-07-01,0.005531836566193382,0.044813718581160344,0.05726696174149537,0.002287032239443265
2016-08-01,-0.0021034778853094016,0.0030300114304420145,0.005883480641351246,-0.0029811812607647425
2016-09-01,0.0004999608107776332,-0.0026177423684596857,0.018132197629046054,0.00785219725024322
2016-10-01,-0.008129885992945951,-0.018407350066873884,-0.01800067424053342,-0.0018121904638591646
2016-11-01,-0.025733863532628187,0.04421446550303676,-0.022815917399398145,-0.020714844782646957
2016-12-01,0.00022382691936839727,0.014839743626287039,0.007583355771850542,-0.0025559995256234647
2017-01-01,0.006348719597212726,0.025434548386759515,0.05232719369940542,0.011099216388417599
2017-02-01,0.004433046631568294,0.03574164604518426,0.014459688587716624,0.004116362813619601
2017-03-01,-0.0005621826027671917,-0.0029524273022549785,0.02681894191574541,0.0
2017-04-01,0.009046019531616434,0.014185117191213958,0.023561838183472572,0.003139842135012394
2017-05-01,0.006728196287641985,0.010627919883666959,0.028194094288371385,-0.0015194134867484443
2017-06-01,-9.010696729860879e-05,0.004896110430376854,-0.00451239523006941,-0.008451545153522866
2017-07-01,0.003380740518058367,0.023352691035417816,0.048848543731930816,0.00428712225809913
2017-08-01,0.009369677983324554,0.0012396083116472667,0.0069024088525695415,0.011048996804700728
2017-09-01,-0.005700379861201754,0.01927845287973895,0.019561857864764942,-0.0071782174151067135
2017-10-01,0.0009894070048495074,0.02716613114789168,0.019842618059033867,0.004013005709485817
2017-11-01,-0.001494436873270888,0.030380290049040637,0.005788698175336782,-0.0006319673642857238
