Date,Value,Drawdown
2022-08-17,18017.885481125875,-0.18320801900913908
2022-08-18,18049.684148611974,-0.18176651264391952
2022-08-19,17747.866305565334,-0.1954486061492141
2022-08-22,17396.77395018417,-0.21136442605843286
2022-08-23,17418.228893948384,-0.21039182436010506
2022-08-24,17414.577555288375,-0.21055734789728708
2022-08-25,17525.60760805056,-0.2055241015243905
2022-08-26,17086.539856250936,-0.2254280474761664
2022-08-29,17015.715732928464,-0.2286386670603069
2022-08-30,17008.690581846135,-0.22895713323522549
2022-08-31,16877.157030979546,-0.23491985009740246
2022-09-01,16744.789430206405,-0.24092037635048336
2022-09-02,16820.17410184522,-0.23750301667480378
2022-09-06,16664.067391857432,-0.24457969107316513
2022-09-07,16779.249466864578,-0.23935822403041618
2022-09-08,16698.679748550585,-0.2430106337373431
2022-09-09,16729.53873017727,-0.24161172548250787
2022-09-12,16796.27166953588,-0.23858656862971528
2022-09-13,16465.263155219116,-0.25359194206362035
2022-09-14,16468.567533796504,-0.253442147020967
2022-09-15,16323.651066638655,-0.26001154210409416
2022-09-16,16275.047754565478,-0.2622148414641968
2022-09-19,16272.940268780276,-0.26231037861761075
2022-09-20,16161.95169677293,-0.267341744572966
2022-09-21,16180.232824811079,-0.266513019204461
2022-09-22,15979.24178377292,-0.2756244030426446
2022-09-23,15869.84742490292,-0.28058349966828644
2022-09-26,15624.05899787915,-0.2917256515275416
2022-09-27,15481.144716635632,-0.2982042829413697
2022-09-28,15753.161324944323,-0.2858731476038956
2022-09-29,15655.389417981696,-0.29030537188775585
2022-09-30,15637.49982452445,-0.2911163480977208
2022-10-03,15909.472389302464,-0.2787872093542816
2022-10-04,16062.201840969528,-0.27186363380411693
2022-10-05,15996.455571207633,-0.27484406266619577
2022-10-06,15951.374715616641,-0.27688768101317107
2022-10-07,15724.611843293133,-0.28716736093978157
2022-10-10,15550.513064604254,-0.2950596569854157
2022-10-11,15540.977125683436,-0.29549194291874026
2022-10-12,15599.385533564606,-0.2928441561276788
2022-10-13,15520.261474026242,-0.29643103081406075
2022-10-14,15358.368519556041,-0.30377000891605255
2022-10-17,15399.291596278175,-0.30191487219986424
2022-10-18,15416.963780359234,-0.30111375165444154
2022-10-19,15287.799823365069,-0.30696904940380265
2022-10-20,15278.990595548734,-0.3073683918597552
2022-10-21,15343.101922304893,-0.3044620787055301
2022-10-24,15338.166093607997,-0.3046858311155115
2022-10-25,15496.453444961926,-0.29751030325384287
2022-10-26,15344.471566439976,-0.30439998960259307
2022-10-27,15200.200573634711,-0.31094012385621395
2022-10-28,15597.674941395424,-0.2929217011852271
2022-10-31,15437.633569760459,-0.3001767428001353
2022-11-01,15410.594444042481,-0.30140248824526994
2022-11-02,14986.146204680139,-0.3206436982429698
2022-11-03,14780.24235210617,-0.32997779107055025
2022-11-04,15133.24063892124,-0.31397557092789874
2022-11-07,15134.185026971925,-0.3139327596564234
2022-11-08,15365.820176471969,-0.30343220825568085
2022-11-09,15200.973761877638,-0.31090507346379803
2022-11-10,15860.844126965672,-0.2809916397669301
2022-11-11,16094.736823703797,-0.270388748583714
2022-11-14,16017.161939986956,-0.27390539558497207
2022-11-15,16127.947346691446,-0.26888323957771876
2022-11-16,16059.80858855172,-0.27197212541293536
2022-11-17,16005.87169933442,-0.27441720803033964
2022-11-18,15957.195593898618,-0.27662380728015046
2022-11-21,15822.88253170885,-0.2827125257512412
2022-11-22,16024.45302318671,-0.2735748740986115
2022-11-23,16247.299985161932,-0.26347271134925865
2022-11-25,16192.254509328963,-0.26596804873484103
2022-11-28,16110.854102593774,-0.2696581154488482
2022-11-29,15984.505407723964,-0.2753857909236661
2022-11-30,16189.632828455644,-0.26608689552828335
2022-12-01,16540.414782361353,-0.25018514682826964
2022-12-02,16681.38533100216,-0.24379462926136053
2022-12-05,16467.37130768425,-0.2534963746880795
2022-12-06,16578.90480480001,-0.24844030603055312
2022-12-07,16841.455304693063,-0.23653829104980373
2022-12-08,16804.297178819117,-0.2382227539283297
2022-12-09,16519.379573907372,-0.2511387209644623
